Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2014,AIR CALIFORNIA ADVENTURE INC DBA T,1,0,0,0,61,5281,CA,LA JOLLA,92037
2014,SQUAR MILNER PETERSON MIRANDA & WI,0,0,1,0,54,5986,CA,NEWPORT BEACH,92660
2014,VOLUME BIKE CORP,0,0,1,0,42,7303,CA,SANTA FE SPRINGS,90670
2014,PPS INFOTECH LLC,1,0,3,0,54,7878,MD,ROCKVILLE,20850
2014,WEST COAST CONSULTING LLC,4,0,23,0,54,8176,CA,IRVINE,92618
2014,LIFE GENERATIONS HEALTHCARE LLC,0,0,1,0,62,8455,CA,NEWPORT BEACH,92660
2014,DALE S CHEEMA INC,0,1,0,0,52,1167,CA,IRVINE,92604
2014,TRISOFT GRAPHICS INC,0,0,1,0,32,1544,CA,COSTA MESA,92626
2014,LINERS CORP,1,0,0,0,62,2403,CA,SAN DIEGO,92126
2014,YODLEE INC,2,0,6,0,52,3318,CA,REDWOOD CITY,94065
2014,ACI ACADEMY INC,0,0,1,0,61,3432,CA,IRVINE,92604
2014,NIAGARA BOTTLING LLC,11,0,10,0,31,3510,CA,ONTARIO,91761
2014,MATTHEWS DIE DIVISION LLC D/B/A U,0,0,1,0,33,3661,CA,CERRITOS,90703
2014,GRAND HALL USA INC,0,0,2,0,33,3718,TX,DALLAS,75240
2014,RETAIL EQUATION INC,0,1,0,0,51,3994,CA,IRVINE,92618
2014,SEATADVISOR INC,0,0,1,0,54,4518,CA,SAN DIEGO,92108
2014,PRELUDE SYSTEMS INC,4,0,24,1,54,6653,CA,IRVINE,92606
2014,ACCENTCARE INC,1,0,0,0,62,8300,TX,DALLAS,75287
2014,ATLUS U S A INC,0,0,1,0,51,8812,CA,IRVINE,92618
2014,BFL OWEN & ASSO,0,0,1,0,54,0308,CA,IRVINE,92618
2014,EVGA CORPORATION,1,0,0,0,42,2203,CA,BREA,92821
2014,STARION USA INC,1,0,0,0,33,2704,TX,MISSION,78572
2014,COMMAND ACCESS TECH INC,0,0,1,0,33,3565,CA,YORBA LINDA,92887
2014,ADVANCED FLOW ENGINEERING INC,0,0,1,0,33,3594,CA,CORONA,92879
2014,BROADBAND TELCOM POWER INC,0,0,0,1,33,4697,CA,SANTA ANA,92705
2014,MOHS TEK INC,0,0,2,0,62,5183,CA,TUSTIN,92780
2014,THE FOUNTAIN GROUP,6,0,7,2,54,5472,FL,TAMPA,33614
2014,CTK BIOTECH INC,2,0,0,0,32,7068,CA,SAN DIEGO,92121
2014,DEXCOM INC,0,0,2,0,54,7544,CA,SAN DIEGO,92121
2014,TOTAL CALL INTERNATIONAL INC,0,0,1,0,99,8351,CA,GARDENA,90248
2014,NEGARESH BUSINESS SERVICES INC,0,1,0,0,99,0750,CA,IRVINE,92620
2014,IVEY ENGINEERING INC,0,0,2,0,54,0901,CA,SAN DIEGO,92126
2014,ANOKIWAVE INC,0,0,1,0,54,0929,CA,SAN DIEGO,92130
2014,GECKODRIVE INC,0,0,1,0,33,1343,CA,TUSTIN,92780
2014,CLAIREMONT VILLA ADULT HEALTH CTR,1,0,0,0,62,3249,CA,SAN DIEGO,92123
2014,DECCAN INTERNATIONAL,2,0,0,0,54,4002,CA,SAN DIEGO,92121
2014,DOSHI & ASSOCIATES INC,0,0,1,0,54,4064,CA,LA PALMA,90623
2014,RAVIG INC DBA ALPHABIT TECHNOLOGIE,0,0,1,0,54,4836,CA,SAN FRANCISCO,94131
2014,SERVMAX INC,0,0,1,0,51,4944,CA,SAN DIEGO,92121
2014,TOSHIBA AMERICA BUSINESS SOLUTION,2,0,0,0,33,5305,CA,IRVINE,92618
2014,POINT B INC,0,0,1,0,81,6735,CA,SAN DIEGO,92127
2014,INFOTECH ENTERPRISES AMERICA INC,218,10,58,2,54,7496,CT,EAST HARTFORD,06108
2014,HUSHMAND ASSOCIATES INC,0,0,1,0,54,9986,CA,IRVINE,92618
2014,TRI CHEM TECH CORP,0,0,1,0,99,1819,CA,FULLERTON,92833
2014,INOVX SOLUTIONS,1,0,0,0,51,2060,CA,IRVINE,92618
2014,NETWORKFLEET INC,1,0,3,0,51,2319,TX,ADDISON,75001
2014,KABANI & COMPANY INC,1,0,0,0,54,2522,CA,LOS ANGELES,90045
2014,DIGITAL RIVER WORLD PAYMENTS INC,0,0,2,0,54,3184,MN,MINNETONKA,55343
2014,KELLEY BLUE BOOK CO INC,2,0,1,1,51,3400,CA,IRVINE,92618
2014,CASA DE CAMPO  INC  D/B/A PENINSUL,0,0,1,0,33,3570,CA,IRVINE,92606
2014,THE RESOURCE MGMT GRP INC,1,0,0,0,56,4779,CA,SAN DIEGO,92111
2014,CA VETERINARY SPECIALISTS INC,1,0,0,0,54,5488,CA,ONTARIO,91761
2014,PHILIPS LUMILEDS LIGHTING CO LLC,1,0,6,1,33,6012,MA,ANDOVER,01810
2014,ALLIANCE ELECTRONICS DISTRIBUTOR I,1,0,0,0,33,8503,CA,RCHO STA MARG,92688
2014,CRICKET COMMUNICATIONS INC,0,0,1,0,51,9924,CO,GREENWOOD VILLAGE,80111
2014,E2020 TECHNOLOGY INC,1,0,0,0,54,1533,CA,SANTA ANA,92705
2014,COMPREHENSIVE EDUCATIONAL SVCS INC,0,0,1,0,62,3047,CA,SAN DIEGO,92103
2014,COMPREHENSIVE EDUCATIONAL SVCS D/B,1,0,1,0,92,3047,CA,SAN DIEGO,92103
2014,AMERICAN SPECIALTY HEALTH INC,0,0,3,0,52,3241,CA,SAN DIEGO,92121
2014,KINGSTON TECH CO INC,2,0,1,0,33,3440,CA,FOUNTAIN VALLEY,92708
2014,FBS MANUFACTURING CORP DBA KITCHEN,0,0,1,0,42,3831,GA,MARIETTA,30062
2014,VIACYTE INC,1,0,1,0,54,4172,CA,SAN DIEGO,92121
2014,THE ACTIVE NETWORK INC,0,0,8,0,54,4962,CA,SAN DIEGO,92121
2014,INSTITUTE OF GLOBAL EDUCATIO IGE,0,0,1,0,61,5935,CA,IRVINE,92612
2014,GOVERNMENTJOBS COM INC D/B/A NEOGO,1,0,11,0,54,8748,CA,EL SEGUNDO,90245
2014,TMAD TAYLOR & GAINES,0,0,1,0,54,8814,CA,PASADENA,91101
2014,HEALTHFUSION INC,3,0,2,0,54,0223,CA,SOLANA BEACH,92075
2014,ACOM SOLUTIONS INC,0,0,1,0,54,0309,CA,LONG BEACH,90806
2014,CASH CALL INC DBA RELANTIS,0,0,2,0,52,0858,CA,ORANGE,92868
2014,FINANCIAL SOLUTIONS PLUS,0,0,1,0,54,1218,CA,SANTA ANA,92705
2014,COMBI BLOCKS INC,1,0,0,0,54,1838,CA,SAN DIEGO,92126
2014,AMBRY GENETICS CORPORATION,1,0,1,0,54,2453,CA,ALISO VIEJO,92656
2014,CLARITY DESIGN INC,0,0,1,0,54,2976,CA,SAN DIEGO,92127
2014,LEPORT EDUCATIONAL INSTITUTE INC,2,0,1,0,61,4772,CA,IRVINE,92618
2014,LEPORT EDUCATIONAL INSTITUTE INC,0,0,2,0,62,4772,CA,IRVINE,92618
2014,ENVIANCE INC,1,0,0,0,51,6110,CA,CARLSBAD,92008
2014,MEDICAL PERSONNEL MANAGEMENT CORPO,1,0,0,0,54,6478,CA,SAN BERNARDINO,92401
2014,EWORKPLACE SOLUTIONS INC,0,0,1,0,51,7928,CA,LAGUNA HILLS,92653
2014,MPE CONSULTING INC,0,0,1,0,54,7967,CA,SAN DIEGO,92127
2014,NETREO INC,0,0,1,0,54,8199,CA,IRVINE,92618
2014,EYE OJO CORP,0,0,1,0,33,9460,CA,SAN GABRIEL,91776
2014,ETI SERVICES INC,1,0,0,0,33,0890,CA,ANAHEIM,92807
2014,FREEDOM SCIENTIFIC BLV GR LLC DBA,0,0,2,0,51,1333,FL,SAINT PETERSBURG,33716
2014,EAST WEST LOGISTICS INC,0,0,1,0,49,3324,CA,LA MIRADA,90638
2014,SABIA INC,1,0,0,0,54,3356,CA,SAN DIEGO,92127
2014,FREIGHTGATE INC,1,0,0,0,54,3625,CA,HUNTINGTON BEACH,92649
2014,BOFI FEDERAL BANK F/K/A BANK OF IN,0,0,1,0,52,4883,CA,SAN DIEGO,92122
2014,LINEAGE LOGISTICS ICM LLC,0,0,1,0,48,6321,CA,COLTON,92324
2014,SIGNATURE CONTROL SYSTEMS INC,1,0,0,0,42,6688,CA,IRVINE,92618
2014,D&K ENGINEERING,0,0,1,0,54,7880,CA,SAN DIEGO,92127
2014,CHO PARK LLC,1,0,0,0,71,8880,CA,INDIO,92203
2014,SPIRIT OF HLTH INC D B A LONG LIFE,0,1,0,0,81,9271,CA,LOS ANGELES,90062
2014,TNT DRAFTING INC,0,0,1,0,33,9665,CA,RANCHO CUCAMONGA,91730
2014,MITSUBISHI ELECTRIC US INC,1,0,0,0,33,9808,CA,CYPRESS,90630
2014,MARV CAPITAL INC AKA MARINO CAPITA,0,0,1,0,52,0711,NY,NEW YORK,10123
2014,TENACORE HOLDINGS INC,1,0,0,0,33,1809,CA,SANTA ANA,92705
2014,MS ZONE LLC,1,0,0,0,44,4409,CA,IRVINE,92614
2014,EVEREST SOLUTIONS GROUP INC,2,0,2,0,54,4908,CA,IRVINE,92618
2014,SYSTEM FLUX INC,0,0,1,0,54,6495,CA,IRVINE,92618
2014,CALIFORNIA SCHOOL OF HLTH SCIENCES,1,0,0,0,61,6708,CA,GARDEN GROVE,92840
2014,INCIPIO TECHNOLOGIES INC,0,0,1,0,99,7369,CA,IRVINE,92618
2014,DIGITARIA INTERACTIVE INC,0,0,1,0,54,9776,CA,SAN DIEGO,92101
2014,BIZSELL BROKERS INC DBA BUSINESS T,1,0,0,0,52,0188,CA,TORRANCE,90504
2014,SYBRON DENTAL SPECIALTIES,0,0,2,0,33,0985,CA,ORANGE,92867
2014,FOXCONN HON HAI LOGISTICS CA LLP,3,0,0,0,54,1889,CA,BREA,92821
2014,FOXCONN/HON HAI LOGISTICS CA LLC,0,0,1,0,54,1889,IN,PLAINFIELD,46168
2014,DATA TRACE INFORMATION SVCS LLC,2,0,5,0,53,2053,CA,SANTA ANA,92707
2014,RADIUS POWER INC,0,0,1,0,33,3273,CA,YORBA LINDA,92887
2014,SAN DIEGO CULINARY INSTITUTE INC,0,0,1,0,61,3672,CA,LA MESA,91942
2014,BETHEL MINISTRIES OF ORANGE COUNTY,0,0,0,1,61,5306,CA,TUSTIN,92780
2014,BLAKELEY & BLAKELEY LLP,0,0,1,0,54,6420,CA,IRVINE,92614
2014,RPR PARTNERS LLP,0,0,1,0,54,6819,CA,SAN DIEGO,92122
2014,VERITAS HLTH SVCS INC DBA CHINO VA,0,0,0,2,62,8285,CA,CHINO,91710
2014,VOLCANO CORP,2,0,0,0,33,8885,CA,SAN DIEGO,92130
2014,SOHO FASHION INC,0,0,1,0,31,9710,CA,LOS ANGELES,90015
2014,SENTINEL OFFENDER SVCS LLC,0,0,1,0,62,9945,CA,IRVINE,92618
2014,FAM LLC,0,0,1,0,31,1639,CA,COMMERCE,90040
2014,QUANTUM FUEL SYSTEMS TECHNOLOGIES,0,0,1,0,33,3072,CA,LAKE FOREST,92630
2014,SAMUELI INST FOR INFOR BIOLOGY,1,0,0,0,54,5065,VA,ALEXANDRIA,22314
2014,GENOSCO,1,0,0,0,54,6561,CA,SANTA FE SPRINGS,90670
2014,BUYEFFICIENT LLC,0,0,1,0,56,6825,CA,ALISO VIEJO,92656
2014,FRIENDLY FRANCHISEES CORP,1,0,0,0,54,6837,CA,LA PALMA,90623
2014,SOUTHLAND MGMT LLC DBA SOUTHLAND C,0,0,1,0,62,7134,CA,NORWALK,90650
2014,LEICA BIOSYSTEMS IMAGING INC DBA L,0,0,1,0,33,9292,CA,VISTA,92081
2014,ARCHCOM TECHNOLOGY INC,1,0,1,0,33,9548,CA,AZUSA,91702
2014,TXC TECH INC,0,0,2,0,54,0149,CA,BREA,92821
2014,NISUM TECHNOLOGIES INC,30,2,76,0,54,1881,CA,BREA,92821
2014,AEN LP D/B/A WAGONHOUND LAND & LIV,1,0,0,0,11,2148,WY,DOUGLAS,82633
2014,XAD INC,2,0,8,0,51,2669,NY,NEW YORK,10016
2014,MORRELLI & MELVIN DESIGN & ENGINEE,1,0,0,0,54,3088,CA,NEWPORT BEACH,92663
2014,TECHNIJIAN,1,0,0,0,51,3437,CA,IRVINE,92618
2014,TECHNIJIAN INC,1,0,0,0,54,3437,CA,IRVINE,92618
2014,XLSOFT CORPORATION,0,0,1,0,51,3947,CA,IRVINE,92618
2014,STONE ETC INC,0,0,1,0,32,7096,CA,GARDENA,90248
2014,ENTROPIC COMMUNICATIONS INC,7,0,12,0,33,7630,CA,SAN DIEGO,92121
2014,ROTH CAPITAL PARTNERS LLC,1,0,0,0,52,7643,CA,NEWPORT BEACH,92660
2014,VALEANT PHARMACEUTICALS N AMERICA,1,0,4,0,32,9894,NJ,BRIDGEWATER,08807
2014,VALEANT PHARMACEUTICALS NA LLC,0,0,3,0,32,9894,NY,ROCHESTER,14609
2014,INTERGRO RESOURCES INC DBA INTERGR,0,0,1,0,62,0197,CA,LOS ANGELES,90034
2014,INTERGRO RESOURCES INC DBA INTERGR,0,0,5,0,62,0197,CA,SANTA ANA,92706
2014,TELOGIS INC,0,0,1,0,51,3006,CA,ALISO VIEJO,92656
2014,TELOGIS INC,1,0,0,0,54,3006,IL,CHICAGO,60603
2014,INTEGRATED ENGINEERING MANAGEMENT,1,0,2,0,54,5128,CA,SAN PEDRO,90731
2014,COMTREND CORP,0,0,1,0,54,6532,CA,IRVINE,92618
2014,IMEDRIS DATA CORP,1,0,0,0,54,6841,CA,REDLANDS,92373
2014,THE CHUGH FIRM,0,0,8,0,54,3374,CA,CERRITOS,90703
2014,NESSTECH INTL INC DBA UNICROSS AME,0,0,1,0,54,4218,CA,TORRANCE,90503
2014,CALLAND ENGINEERING INC,1,0,0,0,54,8374,CA,BREA,92821
2014,SAINT GOBAIN SOLAR GARD LLC,0,0,1,0,32,2537,CA,SAN DIEGO,92123
2014,PARAMOUNT RESIDENTIAL MORTGAGE GRP,0,0,1,0,52,5529,CA,CORONA,92879
2014,SMR ISD CONSULTING STRUCTURAL ENGI,1,0,0,0,54,5725,CA,SAN DIEGO,92101
2014,ANALYTICAL LABORATORIEW IN ANAHEIM,0,0,2,0,54,7005,CA,BREA,92821
2014,ALLIANZ GLOBAL INVESTORS US HOLDIN,1,0,0,0,52,7088,NY,NEW YORK,10019
2014,ORANGE COUNTY IMMUNE INST,0,0,1,0,62,7959,CA,HUNTINGTON BEACH,92648
2014,LJ MEDICAL PHYSICS INC,0,0,1,0,54,8518,CA,SAN DIEGO,92129
2014,ORCHEPIA SCHOOL OF MUSIC INC,2,0,1,0,61,2944,CA,IRVINE,92620
2014,SURFLINE/WAVETRAK INC,1,0,0,0,54,3121,CA,HUNTINGTON BEACH,92648
2014,HEART TO HEART GIFTS INC,0,1,0,0,42,3433,CA,OCEANSIDE,92056
2014,INTELIOPS INC,0,0,2,0,54,3487,CA,LAGUNA NIGUEL,92677
2014,E BOGU COM INC,1,0,0,0,45,3810,CA,IRVINE,92606
2014,E BOGU COM INC,1,0,0,0,54,3810,CA,IRVINE,92606
2014,GALAXY TELESYS INC,0,0,1,0,51,3996,CA,IRVINE,92612
2014,SUZLON WIND ENERGY CORPORATION,2,0,2,0,33,5150,IL,CHICAGO,60631
2014,UNITI BANK,0,0,1,0,52,5829,CA,BUENA PARK,90621
2014,ANXEBUSINESS CORP,1,0,0,0,54,7018,MI,SOUTHFIELD,48075
2014,GORDON LANE HEALTHCARE LLC,0,0,1,0,62,7172,CA,FULLERTON,92831
2014,MINDGRUVE INC,1,0,0,0,54,7275,CA,SAN DIEGO,92101
2014,BELLEFLEUR CAPITAL INC D/B/A POINT,0,0,1,0,51,7447,CA,SAN DIEGO,92121
2014,APEX HEALTHCARE MEDICAL CENTER INC,0,0,1,0,62,0457,CA,HEMET,92543
2014,AMANI DESIGN INC,0,0,1,0,99,0605,CA,LONG BEACH,90803
2014,FOREVER 21 INC,3,0,9,0,44,4795,CA,LOS ANGELES,90031
2014,A & D ELECTRONICS LLC,1,0,0,0,81,5688,CA,ONTARIO,91761
2014,TRINITY PHARMA SOLUTIONS LLC,3,0,1,0,54,6478,MA,WALTHAM,02453
2014,DANNIBLE & MCKEE LLP,0,0,1,0,54,6661,NY,SYRACUSE,13202
2014,WNS NORTH AMERICA INC,1,0,3,0,51,6780,NJ,JERSEY CITY,07302
2014,NO CREDIT CHECK AUTO SALES INC DBA,1,0,0,0,44,7072,CA,FREMONT,94536
2014,CONNORS CAPITAL MGT INC DBA CONNOR,1,0,0,0,52,7592,FL,COCOA BEACH,32931
2014,RI CTR FOR COGNITIVE BEHAVIORAL TH,1,0,0,0,62,9953,MA,BOSTON,02109
2014,MCACONNECT LLC,0,0,3,0,54,0228,CO,GREENWOOD VILLAGE,80111
2014,MCACONNECT LLC,2,0,0,0,54,0228,TX,DALLAS,75204
2014,BRANDAMERICA INC,1,0,1,0,52,1606,CA,SAN DIEGO,92116
2014,ELLIOT PRO SERVICES NETWORK INC,0,0,4,0,62,3630,NH,MANCHESTER,03103
2014,AQUAFOLD INC,0,0,1,0,54,3996,CA,SUNNYVALE,94085
2014,AIR WORLDWIDE CORP,5,0,24,1,52,4254,MA,BOSTON,02116
2014,AIR WORLDWIDE CORPORATION,11,0,6,0,54,4254,MA,BOSTON,02116
2014,PERRYSBURG INC D/B/A QUALITY INN &,0,0,1,0,72,6131,MI,WIXOM,48393
2014,SKYLINE MEDICAL INC,1,0,0,0,33,7393,MN,SAINT PAUL,55121
2014,THE FREMONT CONSULTING GRP INC D B,1,0,0,0,54,8356,CA,ELK GROVE,95757
2014,HOSPITALITY VENTURES MGT GROUP,0,0,1,0,72,9720,GA,ATLANTA,30328
2014,DAON,0,0,2,0,54,0024,VA,FAIRFAX,22030
2014,DAON INC,0,0,1,0,54,0024,VA,RESTON,20190
2014,TEKMAR INC,2,0,0,0,33,3712,CA,FULLERTON,92831
2014,CATALYST SYSTEMS INC,0,0,1,0,54,4581,NJ,MONROE,08831
2014,CATALYST SYSTEMS INC,24,0,5,0,54,4581,NJ,PRINCETON,08540
2014,MIDAS WEAR INC,0,0,0,1,31,7842,CA,LOS ANGELES,90007
2014,JIL DINO DISTRIBUTORS INC,0,0,1,0,54,9188,FL,HIALEAH,33012
2014,SYNERGY SYSTEMS & SERVICES INC,0,0,1,0,54,1059,MD,OWINGS MILLS,21117
2014,HCCA INTL,0,0,0,1,62,1912,TN,FRANKLIN,37067
2014,FH VIDEO INC,0,0,1,0,53,4677,CA,SAN FRANCISCO,94121
2014,APPLIED STRATEGIES CONSULTING LLC,0,0,1,0,54,6972,CA,SAN MATEO,94404
2014,FIRST QUALITY TISSUE LLC,0,0,1,0,32,8054,NY,GREAT NECK,11021
2014,LINGTEX INTERNATIONAL CORP,0,0,1,0,31,8570,NJ,METUCHEN,08840
2014,UDDER HEALTH SYSTEMS IDAHO PC,0,0,1,0,54,9588,ID,MERIDIAN,83642
2014,WISPRY INC,0,0,1,0,33,4108,CA,IRVINE,92618
2014,COMPETITION POLICY ASSOCIATES INC,4,0,1,0,54,4453,MD,ANNAPOLIS,21401
2014,LODC GRP LTD DBA LILY OF THE DESER,0,0,2,0,32,4809,TX,DENTON,76208
2014,HWANG & CHOI CPAS,0,0,1,0,54,6891,CA,OAKLAND,94612
2014,KOCO TRADING CO INC,1,0,0,0,42,7870,CA,LOS ANGELES,90010
2014,TECHMEDIANETWORK INC,0,0,1,0,51,8075,UT,OGDEN,84401
2014,C&T INFO TECH CONSULTING INC,0,0,6,0,54,9426,TX,CEDAR PARK,78613
2014,NEOAGE SERVICES LLC,2,0,5,0,54,9788,TX,HOUSTON,77084
2014,WARNER BROS HOME ENTERTAINMENT INC,0,0,1,0,51,5022,CA,BURBANK,91522
2014,EVOCO INC,1,0,0,0,54,5929,CA,SOUTH SAN FRANCISCO,94080
2014,GLOBENET CONSULTING CORP,2,0,2,0,54,7266,WA,BELLEVUE,98007
2014,ALI INTERNATIONAL INC,1,0,0,0,48,8382,TX,SAN ANTONIO,78205
2014,FSP GROUP USA CORP,0,0,1,0,33,9418,CA,CHINO,91710
2014,ROMUALDO J SEGUROLA JR MD PA DBA S,0,0,1,0,62,9892,FL,MIAMI,33166
2014,SPECIALIZED LOAN SERVICING LLC,1,0,0,0,52,0584,IL,CHICAGO,60603
2014,CAW LLC,1,0,0,0,99,2529,NJ,BLOOMFIELD,07003
2014,HOWELL FAMILY DENTAL PA,1,0,0,0,62,3465,NJ,TOMS RIVER,08753
2014,SUN TRADING LLC,1,0,3,0,52,4339,DC,WASHINGTON,20004
2014,KK INSURANCE AGENCY INC,0,0,1,0,52,4485,NJ,LONG BRANCH,07740
2014,CARING PRO HOME HEALTH SVCS INC,0,0,1,0,62,4595,TX,STAFFORD,77477
2014,COHESION INC,4,0,3,0,54,7269,CA,FREMONT,94539
2014,COHESION INC,1,0,1,0,54,7269,CA,SAN CARLOS,94070
2014,SOFTWARE CATALYSTS LLC,15,3,13,4,54,1533,VA,HERNDON,20170
2014,INFUSED SOLUTIONS LLC,0,0,1,0,54,3522,VA,STERLING,20164
2014,BRUKER AXS INC,0,0,1,0,33,4878,PA,ENOLA,17025
2014,LEGACY SALMON CREEK HOSPITAL,0,0,1,0,62,5485,OR,PORTLAND,97209
2014,CREATIVE FUTURE SYSTEMS INC,0,0,1,0,54,5656,NJ,WESTWOOD,07675
2014,XPAND CONSULTING GROUP LLC,0,0,0,1,54,6626,FL,MIAMI,33130
2014,INTERNAL MEDICINE OF GREATER NEW H,0,0,1,0,62,9613,CT,HAMDEN,06517
2014,PCL INDUSTRIAL CONSTRUCTION CO,1,0,3,0,99,0651,GA,ALPHARETTA,30005
2014,WATERMARK SOLUTIONS LLC,0,0,1,0,99,0746,TX,HOUSTON,77056
2014,ESSENT PRMC LP DBA PARIS REGIONAL,1,0,2,0,62,3948,TX,PARIS,75460
2014,ZAIBAK PRN LLC,1,0,0,0,44,4499,WI,MILWAUKEE,53213
2014,MOUTH INC,0,0,1,0,54,4933,NY,NEW YORK,10001
2014,KOR HOTEL MANAGEMENT LLC,0,0,1,0,53,6496,CA,LOS ANGELES,90015
2014,SOLAZYME INC,2,0,2,0,32,7078,CA,SOUTH SAN FRANCISCO,94080
2014,TECHNOCRAFTS INC,7,0,0,0,54,4768,VA,CHANTILLY,20152
2014,YEE & ASSOCIATES PC,0,0,1,0,54,7059,TX,DALLAS,75254
2014,CENTRIFY CORPORATION,0,0,1,0,54,9124,CA,SANTA CLARA,95054
2014,CENTRIFY CORP,0,0,2,0,54,9124,CA,SUNNYVALE,94085
2014,ETEK IT SERVICES INC,16,5,8,1,54,1601,IL,SCHAUMBURG,60173
2014,IVC US INC,1,0,0,0,32,5832,GA,DALTON,30721
2014,STRUCTURAL HAWAII INC,0,1,0,0,54,6186,HI,PEARL CITY,96782
2014,VITROROBERTSON LLC,0,0,1,0,54,6373,CA,SAN DIEGO,92106
2014,A P P GROUP INC D/B/A MACKAGE,0,0,1,0,99,0098,FL,HALLANDALE,33009
2014,HOPE COMMUNITY CHARTER SCHOOL INC,0,0,2,0,61,1817,DC,WASHINGTON,20017
2014,MCG HEALTH LLC,0,0,4,0,54,4821,WA,SEATTLE,98164
2014,CHURCH OF THE LORD,0,1,0,0,81,5294,NY,ORANGEBURG,10962
2014,CORTLAND DEVELOPMENT LLC,0,0,1,0,23,9863,GA,ATLANTA,30326
2014,YASABE INC,0,0,1,0,51,0385,VA,HERNDON,20171
2014,YASABE INC,0,0,1,0,54,0385,VA,HERNDON,20171
2014,CARBONITE INC,0,0,8,0,54,1329,MA,BOSTON,02115
2014,COLLABORATIVE LABELING & APPLIANCE,0,0,2,0,81,2770,DC,WASHINGTON,20036
2014,INTERNATIONAL DIGITAL SYSTEMS INC,1,0,1,0,54,3744,NJ,FORT LEE,07024
2014,BUILD A SIGN LLC,1,0,0,0,32,5440,TX,AUSTIN,78758
2014,Y S MANTRI & ASSOCIATES LLC,1,0,0,0,54,0189,AZ,TEMPE,85283
2014,CVL TECHNOLOGIES INC,0,2,0,0,54,0450,CA,SANTA CLARA,95050
2014,HEADWAVE INC,0,0,1,0,33,4004,TX,HOUSTON,77042
2014,INDUS AMERICAN BANK,0,0,1,0,52,4998,NJ,ISELIN,08830
2014,GEORGETOWN STES  LLC DBA BEST WEST,1,0,0,0,72,5386,DC,WASHINGTON,20037
2014,QUANTENNA COMMUNICATIONS INC,3,0,5,0,33,7317,CA,FREMONT,94538
2014,QUANTENNA COMMUNICATIONS  INC,0,0,1,0,54,7317,CA,FREMONT,94538
2014,FULL GREEN CIRCLE CORP,1,0,0,0,99,7823,FL,MIAMI,33131
2014,FULL GREEN CIR CORP DBA PUREFORMUL,1,0,0,0,99,7823,FL,MIAMI,33178
2014,SOHO GEM INC,0,0,1,0,44,8527,NY,NEW YORK,10013
2014,DSH MGMT SYSTEMS LLC DBA NAVEOS,0,0,1,0,51,1640,VA,STERLING,20165
2014,MANN HUMMEL PUROLATOR FILTERS LLC,1,0,0,0,42,3488,NC,FAYETTEVILLE,28306
2014,MARITECH COMMERCIAL INC,0,0,1,0,48,5774,TX,GALENA PARK,77547
2014,RTT IMPORT AND EXPORT CORP,0,0,1,0,99,6292,FL,MIAMI,33185
2014,APPLEXUS TECHNOLOGIES LLC,21,0,15,2,54,9224,WA,FEDERAL WAY,98003
2014,HUYA BIOSCIENCE INTL LLC,0,0,1,0,54,9423,CA,SAN DIEGO,92130
2014,DOC MEDICAL OFFICE OF YONKERS PC,0,0,1,0,62,1394,NY,PELHAM,10803
2014,BROADRIDGE FINANCIAL SOLUTIONS INC,15,0,37,0,52,1291,NJ,JERSEY CITY,07306
2014,MADA S P A M LLC,2,1,0,0,54,2991,CA,PASADENA,91105
2014,GE HITACHI NUCLEAR ENERGY AMERICAS,0,0,1,0,33,3677,PA,ERIE,16531
2014,PIONEER VALLEY CHINESE IMMERSION C,6,0,1,0,61,6447,MA,HADLEY,01035
2014,CHINA ARTS FOUNDATION INTL INC,0,1,0,0,81,6962,NY,NEW YORK,10022
2014,SKV INVESTMENTS LLC DBA WESTWARD S,0,0,2,0,53,8284,TX,HOUSTON,77081
2014,TECHSOL CORPORATION,2,0,0,0,54,1148,PA,PITTSBURGH,15220
2014,PYP ENTERPRISES LLC,0,0,1,0,32,2876,WA,SEATTLE,98117
2014,ATLANTIC IT NET LLC,0,0,1,0,54,7644,NJ,SOMERSET,08873
2014,HAN SAM CORP,0,0,2,0,44,7934,CA,PALM DESERT,92211
2014,SABIC INNOVATIVE PLASTICS US LLC,1,0,15,0,32,9273,PA,EXTON,19341
2014,USERZOOM INC,1,0,0,0,54,9467,CA,SUNNYVALE,94085
2014,REVERB NETWORKS INC,1,0,1,0,54,9983,VA,STERLING,20166
2014,RED ASSOCIATES US INC,0,1,0,0,54,0531,NY,NEW YORK,10004
2014,VITEOS FUND SERVICES LLC,0,0,2,0,54,3092,NJ,SOMERSET,08873
2014,LAGUNA TUBULAR PRODUCTS CORP,0,0,1,0,33,3229,TX,HOUSTON,77049
2014,KSIT CONSULTING INC,1,0,0,0,54,9464,OH,WESTERVILLE,43082
2014,GOLDI GROUP INC FORMERLY BHAVANI H,0,0,1,0,72,9754,NY,BUFFALO,14206
2014,ST LOUIS LANGUAGE IMMERSION SCHOOL,1,0,0,0,61,3274,MO,SAINT LOUIS,63110
2014,ST LOUIS LANGUAGE IMMERSION SCHOOL,6,0,0,0,61,3274,MO,ST LOUIS,63110
2014,DOOSAN INFRACORE INTERNATIONAL INC,0,0,3,0,33,3569,GA,ATLANTA,30346
2014,SUN RISE REHAB LLC,0,0,1,0,62,5921,MD,HYATTSVILLE,20782
